ต้นทาง,ปลายทาง,วันที่,ช่วงเวลา,เทศกาล,ระยะเวลาเดินทาง (นาที)
ศูนย์ราชการแจ้งวัฒนะ,สถานีหัวลำโพง,2024-11-24,17:00-20:00,ลอยกระทง,45.0
ตลาดนัดจตุจักร,สถานีขนส่งหมอชิต,2002-12-26,17:00-20:00,ลอยกระทง,67.0
สถานีขนส่งหมอชิต,อนุสาวรีย์ชัยสมรภูมิ,2005-06-15,11:00-13:00,สงกรานต์,91.0
สนามบินสุวรรณภูมิ,ตลาดนัดจตุจักร,2004-02-13,06:00-09:00,สงกรานต์,90.0
ศูนย์ราชการแจ้งวัฒนะ,สถานีหัวลำโพง,1999-11-13,17:00-20:00,วันธรรมดา,29.0
สถานีหัวลำโพง,ศูนย์ราชการแจ้งวัฒนะ,2021-04-21,17:00-20:00,เปิดเทอม,62.0
ตลาดนัดจตุจักร,อนุสาวรีย์ชัยสมรภูมิ,2020-07-02,06:00-09:00,วันธรรมดา,44.0
สนามบินสุวรรณภูมิ,อนุสาวรีย์ชัยสมรภูมิ,2017-10-29,11:00-13:00,วันธรรมดา,65.0
สยามพารากอน,ตลาดนัดจตุจักร,2004-08-20,17:00-20:00,เปิดเทอม,26.0
อนุสาวรีย์ชัยสมรภูมิ,ตลาดนัดจตุจักร,2003-02-17,11:00-13:00,ปีใหม่,65.0
สนามบินดอนเมือง,สยามพารากอน,2005-02-27,17:00-20:00,เปิดเทอม,34.0
ศูนย์ราชการแจ้งวัฒนะ,อนุสาวรีย์ชัยสมรภูมิ,2014-03-29,11:00-13:00,วันธรรมดา,53.0
ศูนย์ราชการแจ้งวัฒนะ,สยามพารากอน,2006-10-17,17:00-20:00,เปิดเทอม,45.0
ตลาดนัดจตุจักร,สถานีขนส่งหมอชิต,2005-09-28,06:00-09:00,วันธรรมดา,48.0
ตลาดนัดจตุจักร,สถานีหัวลำโพง,2023-04-24,11:00-13:00,สงกรานต์,131.0
สยามพารากอน,สนามบินดอนเมือง,2022-01-20,06:00-09:00,เปิดเทอม,98.0
สถานีหัวลำโพง,สถานีขนส่งหมอชิต,2013-10-11,11:00-13:00,วันหยุดนักขัตฤกษ์,16.0
เซ็นทรัลเวิลด์,ตลาดนัดจตุจักร,2009-12-13,17:00-20:00,วันธรรมดา,50.0
สนามบินดอนเมือง,สนามบินสุวรรณภูมิ,2007-04-29,11:00-13:00,เปิดเทอม,58.0
สถานีขนส่งหมอชิต,สนามบินดอนเมือง,2005-08-20,06:00-09:00,วันธรรมดา,24.0
อนุสาวรีย์ชัยสมรภูมิ,สถานีขนส่งเอกมัย,2015-12-15,11:00-13:00,สงกรานต์,91.0
อนุสาวรีย์ชัยสมรภูมิ,สนามบินสุวรรณภูมิ,2016-05-18,17:00-20:00,เปิดเทอม,55.0
เซ็นทรัลเวิลด์,สถานีหัวลำโพง,2022-08-04,11:00-13:00,วันหยุดนักขัตฤกษ์,50.0
สนามบินดอนเมือง,สถานีขนส่งหมอชิต,2002-07-24,06:00-09:00,วันธรรมดา,32.0
สถานีขนส่งหมอชิต,ศูนย์ราชการแจ้งวัฒนะ,2018-06-08,11:00-13:00,วันธรรมดา,53.0
อนุสาวรีย์ชัยสมรภูมิ,ศูนย์ราชการแจ้งวัฒนะ,2006-07-15,11:00-13:00,วันธรรมดา,31.0
เซ็นทรัลเวิลด์,สถานีขนส่งเอกมัย,2017-07-10,06:00-09:00,เปิดเทอม,79.0
สนามบินสุวรรณภูมิ,สยามพารากอน,2015-01-27,11:00-13:00,ปีใหม่,76.0
เซ็นทรัลเวิลด์,สถานีขนส่งหมอชิต,2002-07-12,06:00-09:00,ปิดเทอม,42.0
สนามบินดอนเมือง,สนามบินสุวรรณภูมิ,2020-01-27,17:00-20:00,วันหยุดนักขัตฤกษ์,16.0
สนามบินสุวรรณภูมิ,ตลาดนัดจตุจักร,2021-03-26,11:00-13:00,ลอยกระทง,38.0
สนามบินดอนเมือง,สยามพารากอน,2022-12-25,06:00-09:00,วันธรรมดา,44.0
สนามบินดอนเมือง,สยามพารากอน,2011-09-27,06:00-09:00,สงกรานต์,115.0
ศูนย์ราชการแจ้งวัฒนะ,เซ็นทรัลเวิลด์,2014-12-09,11:00-13:00,วันหยุดนักขัตฤกษ์,53.0
สนามบินดอนเมือง,เซ็นทรัลเวิลด์,2017-08-03,06:00-09:00,ปีใหม่,95.0
สถานีขนส่งหมอชิต,สถานีหัวลำโพง,2022-06-18,11:00-13:00,ปิดเทอม,25.0
สถานีหัวลำโพง,สนามบินสุวรรณภูมิ,2023-11-29,06:00-09:00,วันธรรมดา,60.0
สถานีขนส่งเอกมัย,อนุสาวรีย์ชัยสมรภูมิ,2019-12-11,06:00-09:00,เปิดเทอม,108.0
อนุสาวรีย์ชัยสมรภูมิ,สถานีขนส่งหมอชิต,2014-02-06,06:00-09:00,ปีใหม่,77.0
สนามบินสุวรรณภูมิ,สถานีหัวลำโพง,2004-12-16,17:00-20:00,วันหยุดนักขัตฤกษ์,30.0
สถานีขนส่งเอกมัย,อนุสาวรีย์ชัยสมรภูมิ,2008-12-28,06:00-09:00,เปิดเทอม,27.0
อนุสาวรีย์ชัยสมรภูมิ,สนามบินสุวรรณภูมิ,2021-07-02,17:00-20:00,สงกรานต์,52.0
สยามพารากอน,ตลาดนัดจตุจักร,2000-12-07,06:00-09:00,วันธรรมดา,13.0
ศูนย์ราชการแจ้งวัฒนะ,สนามบินดอนเมือง,2018-05-21,06:00-09:00,ปิดเทอม,34.0
ตลาดนัดจตุจักร,สถานีขนส่งหมอชิต,2001-01-20,17:00-20:00,วันธรรมดา,57.0
ตลาดนัดจตุจักร,สนามบินสุวรรณภูมิ,2007-12-15,06:00-09:00,สงกรานต์,56.0
สถานีขนส่งเอกมัย,สนามบินสุวรรณภูมิ,2020-06-16,06:00-09:00,เปิดเทอม,98.0
สถานีหัวลำโพง,อนุสาวรีย์ชัยสมรภูมิ,2003-09-10,17:00-20:00,วันหยุดนักขัตฤกษ์,22.0
อนุสาวรีย์ชัยสมรภูมิ,เซ็นทรัลเวิลด์,2007-04-18,11:00-13:00,วันหยุดนักขัตฤกษ์,67.0
ตลาดนัดจตุจักร,สถานีขนส่งหมอชิต,2014-01-17,11:00-13:00,ปีใหม่,54.0
เซ็นทรัลเวิลด์,ศูนย์ราชการแจ้งวัฒนะ,2002-06-05,11:00-13:00,เปิดเทอม,45.0
สนามบินดอนเมือง,อนุสาวรีย์ชัยสมรภูมิ,2007-11-02,06:00-09:00,สงกรานต์,82.0
สถานีขนส่งเอกมัย,ตลาดนัดจตุจักร,2019-01-26,17:00-20:00,วันธรรมดา,42.0
สยามพารากอน,อนุสาวรีย์ชัยสมรภูมิ,2013-02-22,17:00-20:00,วันธรรมดา,11.0
สถานีขนส่งหมอชิต,ตลาดนัดจตุจักร,1999-10-01,11:00-13:00,ปิดเทอม,24.0
สถานีขนส่งหมอชิต,สยามพารากอน,2003-12-16,06:00-09:00,สงกรานต์,125.0
อนุสาวรีย์ชัยสมรภูมิ,สถานีขนส่งหมอชิต,2003-02-16,17:00-20:00,สงกรานต์,93.0
ศูนย์ราชการแจ้งวัฒนะ,สถานีขนส่งหมอชิต,2007-05-27,06:00-09:00,ปิดเทอม,16.0
สนามบินดอนเมือง,สยามพารากอน,2000-01-16,17:00-20:00,ปิดเทอม,47.0
สยามพารากอน,สถานีหัวลำโพง,2019-11-18,17:00-20:00,เปิดเทอม,41.0
สถานีหัวลำโพง,สยามพารากอน,2016-04-21,17:00-20:00,วันธรรมดา,60.0
อนุสาวรีย์ชัยสมรภูมิ,ตลาดนัดจตุจักร,2017-08-04,06:00-09:00,สงกรานต์,77.0
สยามพารากอน,สนามบินดอนเมือง,2003-08-31,06:00-09:00,ปีใหม่,73.0
สยามพารากอน,สถานีขนส่งหมอชิต,2019-01-12,06:00-09:00,วันหยุดนักขัตฤกษ์,37.0
สนามบินสุวรรณภูมิ,สยามพารากอน,2008-03-30,11:00-13:00,ปีใหม่,81.0
อนุสาวรีย์ชัยสมรภูมิ,สถานีขนส่งหมอชิต,2005-05-20,17:00-20:00,สงกรานต์,79.0
อนุสาวรีย์ชัยสมรภูมิ,สถานีขนส่งหมอชิต,2003-07-05,06:00-09:00,ปีใหม่,
สถานีหัวลำโพง,สนามบินสุวรรณภูมิ,2009-12-04,17:00-20:00,วันหยุดนักขัตฤกษ์,40.0
สถานีหัวลำโพง,ศูนย์ราชการแจ้งวัฒนะ,2010-07-16,11:00-13:00,เปิดเทอม,43.0
ตลาดนัดจตุจักร,อนุสาวรีย์ชัยสมรภูมิ,2005-07-06,11:00-13:00,ปีใหม่,123.0
